Date,Channel Name,Total Views,Total Subscribers
2025-04-30,ARY News,8898215967,14700000
2025-04-30,ARY Digital,63823446436,62800000
2025-04-30,Duniya News,4960201217,8810000
2025-04-30,Aaj News,468434289,1540000
2025-04-30,92 News,2002032503,5790000
2025-04-30,GNN News,1727211998,3540000
2025-04-30,Public News,1172943773,3290000
2025-04-30,24 News hd,3893714618,8730000
2025-04-30,Bol News,3937377039,7860000
2025-04-30,Hum News,474672400,1640000
2025-04-30,Neo news,693773010,2250000
2025-05-01,Geo Entertainment,1459674342,3690000
2025-05-01,Geo News,9720042628,18200000
2025-05-01,Samma Entertainment,90084129,167000
2025-05-01,Samma News,6366354293,12700000
2025-05-01,Dawn news,728863091,1960000
2025-05-01,Express News,1636090900,4850000
2025-05-01,ARY News,8904270014,14700000
2025-05-01,ARY Digital,63889485468,62800000
2025-05-01,Duniya News,4963859382,8820000
2025-05-01,Aaj News,469441729,1540000
2025-05-01,92 News,2004004290,5790000
2025-05-01,GNN News,1729030989,3540000
2025-05-01,Public News,1173920820,3290000
2025-05-01,24 News hd,3896266113,8730000
2025-05-01,Bol News,3940022681,7860000
2025-05-01,Hum News,475499909,1640000
2025-05-01,Neo news,694040465,2250000
2025-05-02,Geo Entertainment,1460849447,3700000
2025-05-02,Geo News,9733643933,18200000
2025-05-02,Samma Entertainment,90089028,167000
2025-05-02,Samma News,6380592363,12800000
2025-05-02,Dawn news,729774348,1970000
2025-05-02,Express News,1638893866,4850000
2025-05-02,ARY News,8909366725,14700000
2025-05-02,ARY Digital,63934897134,62800000
2025-05-02,Duniya News,4966430171,8820000
2025-05-02,Aaj News,470172196,1550000
2025-05-02,92 News,2005455702,5800000
2025-05-02,GNN News,1730711586,3550000
2025-05-02,Public News,1174568174,3290000
2025-05-02,24 News hd,3898131759,8740000
2025-05-02,Bol News,3942301156,7870000
2025-05-02,Hum News,476151278,1640000
2025-05-02,Neo news,694334493,2250000
2025-05-03,Geo Entertainment,1461504505,3700000
2025-05-03,Geo News,9737457904,18200000
2025-05-03,Samma Entertainment,90092574,167000
2025-05-03,Samma News,6387566211,12800000
2025-05-03,Dawn news,730011371,1970000
2025-05-03,Express News,1639611727,4860000
2025-05-03,ARY News,8911236279,14700000
2025-05-03,ARY Digital,63965414295,62800000
2025-05-03,Duniya News,4967087567,8820000
2025-05-03,Aaj News,470395148,1550000
2025-05-03,92 News,2005920298,5800000
2025-05-03,GNN News,1731187422,3550000
2025-05-03,Public News,1175028658,3290000
2025-05-03,24 News hd,3898874161,8740000
2025-05-03,Bol News,3942795736,7870000
2025-05-03,Hum News,476490092,1640000
2025-05-03,Neo news,694419947,2250000
2025-05-04,Geo Entertainment,1463436411,3710000
2025-05-04,Geo News,9753729563,18200000
2025-05-04,Samma Entertainment,90096922,167000
2025-05-04,Samma News,6402990971,12800000
2025-05-04,Dawn news,730923351,1970000
2025-05-04,Express News,1642502797,4860000
2025-05-04,ARY News,8915316904,14700000
2025-05-04,ARY Digital,64028738182,62900000
2025-05-04,Duniya News,4969700919,8830000
2025-05-04,Aaj News,471301431,1550000
2025-05-04,92 News,1992708990,5800000
2025-05-04,GNN News,1733073984,3550000
2025-05-04,Public News,1175631418,3290000
2025-05-04,24 News hd,3902609822,8750000
2025-05-04,Bol News,3945555128,7870000
2025-05-04,Hum News,476978131,1640000
2025-05-04,Neo news,694562189,2250000
2025-05-05,Geo Entertainment,1464364639,3710000
2025-05-05,Geo News,9763696027,18200000
2025-05-05,Samma Entertainment,90101553,167000
2025-05-05,Samma News,6411901717,12800000
2025-05-05,Dawn news,731371999,1970000
2025-05-05,Express News,1643900474,4860000
2025-05-05,ARY News,8917702463,14700000
2025-05-05,ARY Digital,64072753641,62900000
2025-05-05,Duniya News,4971322751,8830000
2025-05-05,Aaj News,471744063,1550000
2025-05-05,92 News,1993499923,5800000
2025-05-05,GNN News,1734005191,3550000
2025-05-05,Public News,1175956922,3300000
2025-05-05,24 News hd,3904523456,8750000
2025-05-05,Bol News,3946715237,7870000
2025-05-05,Hum News,477341391,1640000
2025-05-05,Neo news,694358967,2250000
2025-05-06,Geo Entertainment,1465214094,3710000
2025-05-06,Geo News,9774775146,18200000
2025-05-06,Samma Entertainment,90105988,167000
2025-05-06,Samma News,6419238224,12800000
2025-05-06,Dawn news,731831725,1970000
2025-05-06,Express News,1645432105,4860000
2025-05-06,ARY News,8920130688,14700000
2025-05-06,ARY Digital,64116094806,62900000
2025-05-06,Duniya News,4972803494,8830000
2025-05-06,Aaj News,472405367,1550000
2025-05-06,92 News,1994528325,5810000
2025-05-06,GNN News,1735024395,3550000
2025-05-06,Public News,1176262394,3300000
2025-05-06,24 News hd,3906307492,8760000
2025-05-06,Bol News,3947785025,7870000
2025-05-06,Hum News,477713493,1640000
2025-05-06,Neo news,694434915,2250000
2025-05-07,Geo Entertainment,1466865291,3720000
2025-05-07,Geo News,9783411574,18400000
2025-05-07,Samma Entertainment,90111522,167000
2025-05-07,Samma News,6425310769,12900000
2025-05-07,Dawn news,732184057,1990000
2025-05-07,Express News,1647243337,4890000
2025-05-07,ARY News,8922207231,14800000
2025-05-07,ARY Digital,64147986508,62900000
2025-05-07,Duniya News,4974253349,8840000
2025-05-07,Aaj News,472976595,1560000
2025-05-07,92 News,1995306076,5820000
2025-05-07,GNN News,1735931038,3560000
2025-05-07,Public News,1176647210,3310000
2025-05-07,24 News hd,3907704167,8780000
2025-05-07,Bol News,3948450083,7890000
2025-05-07,Hum News,478060252,1650000
2025-05-07,Neo news,694540350,2250000
2025-05-08,Geo Entertainment,1467948866,3720000
2025-05-08,Geo News,9860957988,18500000
2025-05-08,Samma Entertainment,90115794,167000
2025-05-08,Samma News,6469504806,12900000
2025-05-08,Dawn news,738429017,2000000
2025-05-08,Express News,1656432802,4910000
2025-05-08,ARY News,8961411934,14900000
2025-05-08,ARY Digital,64177854032,62900000
2025-05-08,Duniya News,4981923403,8850000
2025-05-08,Aaj News,477363663,1570000
2025-05-08,92 News,2001116557,5840000
2025-05-08,GNN News,1737804117,3560000
2025-05-08,Public News,1180018059,3320000
2025-05-08,24 News hd,3915902093,8800000
2025-05-08,Bol News,3954570126,7900000
2025-05-08,Hum News,479617309,1650000
2025-05-08,Neo news,695263810,2250000
2025-05-09,Geo Entertainment,1469151882,3730000
2025-05-09,Geo News,9922864310,18600000
2025-05-09,Samma Entertainment,90120925,167000
2025-05-09,Samma News,6513974579,13000000
2025-05-09,Dawn news,741756306,2010000
2025-05-09,Express News,1664731839,4930000
2025-05-09,ARY News,8987812791,14900000
2025-05-09,ARY Digital,64206843823,62900000
2025-05-09,Duniya News,4988508145,8870000
2025-05-09,Aaj News,479345387,1580000
2025-05-09,92 News,2007504189,5860000
2025-05-09,GNN News,1741021507,3570000
2025-05-09,Public News,1182689431,3320000
2025-05-09,24 News hd,3923891582,8820000
2025-05-09,Bol News,3959809312,7920000
2025-05-09,Hum News,481767409,1660000
2025-05-09,Neo news,695644666,2260000
2025-05-10,Geo Entertainment,1470361990,3730000
2025-05-10,Geo News,9986321180,18700000
2025-05-10,Samma Entertainment,90126542,167000
2025-05-10,Samma News,6557071963,13100000
2025-05-10,Dawn news,745206590,2050000
2025-05-10,Express News,1672626164,4950000
2025-05-10,ARY News,9009896551,15000000
2025-05-10,ARY Digital,64244275166,62900000
2025-05-10,Duniya News,4996285519,8890000
2025-05-10,Aaj News,481193887,1580000
2025-05-10,92 News,2012581249,5880000
2025-05-10,GNN News,1744312824,3580000
2025-05-10,Public News,1184373500,3340000
2025-05-10,24 News hd,3931618386,8840000
2025-05-10,Bol News,3964905900,7930000
2025-05-10,Hum News,484251498,1670000
2025-05-10,Neo news,696193142,2260000
2025-05-11,Geo Entertainment,1470834146,3730000
2025-05-11,Geo News,10082118047,18800000
2025-05-11,Samma Entertainment,90130983,167000
2025-05-11,Samma News,6616648676,13100000
2025-05-11,Dawn news,759909523,2060000
2025-05-11,Express News,1682448003,4970000
2025-05-11,ARY News,9049410066,15000000
2025-05-11,ARY Digital,64273910340,63000000
2025-05-11,Duniya News,5007518729,8900000
2025-05-11,Aaj News,483376921,1590000
2025-05-11,92 News,2021971362,5900000
2025-05-11,GNN News,1749810111,3590000
2025-05-11,Public News,1189655599,3340000
2025-05-11,24 News hd,3939443040,8850000
2025-05-11,Bol News,3970717146,7940000
2025-05-11,Hum News,487183953,1680000
2025-05-11,Neo news,697190385,2260000
2025-05-12,Geo Entertainment,1471294972,3730000
2025-05-12,Geo News,10113856660,18800000
2025-05-12,Samma Entertainment,90135579,167000
2025-05-12,Samma News,6643838183,13100000
2025-05-12,Dawn news,762890407,2070000
2025-05-12,Express News,1688029859,4970000
2025-05-12,ARY News,9059831817,15000000
2025-05-12,ARY Digital,64300186328,63000000
2025-05-12,Duniya News,5012225694,8910000
2025-05-12,Aaj News,484373128,1590000
2025-05-12,92 News,2026028751,5910000
2025-05-12,GNN News,1752088591,3590000
2025-05-12,Public News,1191909307,3350000
2025-05-12,24 News hd,3943452644,8860000
2025-05-12,Bol News,3973663783,7940000
2025-05-12,Hum News,488355329,1680000
2025-05-12,Neo news,697848434,2260000
2025-05-13,Geo Entertainment,1471800202,3730000
2025-05-13,Geo News,10133830733,18900000
2025-05-13,Samma Entertainment,90140601,167000
2025-05-13,Samma News,6658781660,13200000
2025-05-13,Dawn news,764978863,2070000
2025-05-13,Express News,1691494422,4980000
2025-05-13,ARY News,9065812766,15000000
2025-05-13,ARY Digital,64326123138,63000000
2025-05-13,Duniya News,5016442423,8920000
2025-05-13,Aaj News,485085279,1590000
2025-05-13,92 News,2029498127,5920000
2025-05-13,GNN News,1753819436,3600000
2025-05-13,Public News,1194599047,3350000
2025-05-13,24 News hd,3946611171,8870000
2025-05-13,Bol News,3975713568,7950000
2025-05-13,Hum News,489533663,1680000
2025-05-13,Neo news,698301585,2260000
2025-05-14,Geo Entertainment,1472231950,3730000
2025-05-14,Geo News,10148432955,18900000
2025-05-14,Samma Entertainment,90145766,167000
2025-05-14,Samma News,6671144724,13200000
2025-05-14,Dawn news,766424269,2070000
2025-05-14,Express News,1694324403,4980000
2025-05-14,ARY News,9070407047,15000000
2025-05-14,ARY Digital,64357233416,63000000
2025-05-14,Duniya News,5019337179,8920000
2025-05-14,Aaj News,485882497,1590000
2025-05-14,92 News,2031928917,5930000
2025-05-14,GNN News,1755574691,3600000
2025-05-14,Public News,1196638803,3350000
2025-05-14,24 News hd,3949646771,8870000
2025-05-14,Bol News,3976995575,7950000
2025-05-14,Hum News,490499236,1680000
2025-05-14,Neo news,698789115,2260000
2025-05-15,Geo Entertainment,1472847606,3730000
2025-05-15,Geo News,10160596503,18900000
2025-05-15,Samma Entertainment,90150246,167000
2025-05-15,Samma News,6681054138,13200000
2025-05-15,Dawn news,767807002,2080000
2025-05-15,Express News,1696557010,4990000
2025-05-15,ARY News,9074864440,15100000
2025-05-15,ARY Digital,64388220705,63000000
2025-05-15,Duniya News,5021981706,8930000
2025-05-15,Aaj News,486354594,1590000
2025-05-15,92 News,2034134568,5930000
2025-05-15,GNN News,1757290468,3600000
2025-05-15,Public News,1198714733,3360000
2025-05-15,24 News hd,3952614296,8880000
2025-05-15,Bol News,3978660126,7950000
2025-05-15,Hum News,491364167,1690000
2025-05-15,Neo news,699592016,2260000
2025-05-16,Geo Entertainment,1473248829,3730000
2025-05-16,Geo News,10171914522,18900000
2025-05-16,Samma Entertainment,90154669,167000
2025-05-16,Samma News,6688731205,13200000
2025-05-16,Dawn news,768616786,2080000
2025-05-16,Express News,1698841863,4990000
2025-05-16,ARY News,9078691941,15100000
2025-05-16,ARY Digital,64418657943,63000000
2025-05-16,Duniya News,5024535592,8930000
2025-05-16,Aaj News,486821355,1590000
2025-05-16,92 News,2035905519,5930000
2025-05-16,GNN News,1758829272,3600000
2025-05-16,Public News,1200481063,3360000
2025-05-16,24 News hd,3956250922,8880000
2025-05-16,Bol News,3980425741,7950000
2025-05-16,Hum News,492069760,1690000
2025-05-16,Neo news,700016704,2260000
2025-05-17,Geo Entertainment,1473653523,3730000
2025-05-17,Geo News,10181906077,18900000
2025-05-17,Samma Entertainment,90160085,167000
2025-05-17,Samma News,6694885367,13200000
2025-05-17,Dawn news,769319366,2080000
2025-05-17,Express News,1700471569,5000000
2025-05-17,ARY News,9081739115,15100000
2025-05-17,ARY Digital,64442777293,63000000
2025-05-17,Duniya News,5027086231,8940000
2025-05-17,Aaj News,487141963,1590000
2025-05-17,92 News,2037354503,5940000
2025-05-17,GNN News,1759922665,3600000
2025-05-17,Public News,1201799331,3360000
2025-05-17,24 News hd,3959011403,8890000
2025-05-17,Bol News,3981772695,7960000
2025-05-17,Hum News,492740555,1690000
2025-05-17,Neo news,700377436,2270000
2025-05-18,Geo Entertainment,1473971915,3730000
2025-05-18,Geo News,10193003293,18900000
2025-05-18,Samma Entertainment,90166534,167000
2025-05-18,Samma News,6702451349,13200000
2025-05-18,Dawn news,770199594,2080000
2025-05-18,Express News,1703128766,5000000
2025-05-18,ARY News,9084865023,15100000
2025-05-18,ARY Digital,64479956125,63000000
2025-05-18,Duniya News,5029700696,8940000
2025-05-18,Aaj News,487467125,1590000
2025-05-18,92 News,2039713351,5940000
2025-05-18,GNN News,1761229862,3600000
2025-05-18,Public News,1202759454,3360000
2025-05-18,24 News hd,3963031272,8900000
2025-05-18,Bol News,3983437460,7960000
2025-05-18,Hum News,493670852,1690000
2025-05-18,Neo news,700796847,2270000
2025-05-19,Geo Entertainment,1474294069,3730000
2025-05-19,Geo News,10202219471,18900000
2025-05-19,Samma Entertainment,90172433,167000
2025-05-19,Samma News,6708849467,13200000
2025-05-19,Dawn news,770699402,2080000
2025-05-19,Express News,1704727287,5000000
2025-05-19,ARY News,9087094647,15100000
2025-05-19,ARY Digital,64507336077,63100000
2025-05-19,Duniya News,5032119060,8940000
2025-05-19,Aaj News,488011366,1600000
2025-05-19,92 News,2041181760,5940000
2025-05-19,GNN News,1762287554,3610000
2025-05-19,Public News,1203408059,3360000
2025-05-19,24 News hd,3965584988,8900000
2025-05-19,Bol News,3984548186,7960000
2025-05-19,Hum News,494711040,1690000
2025-05-19,Neo news,701052407,2270000
2025-05-20,Geo Entertainment,1474635381,3730000
2025-05-20,Geo News,10209835165,18900000
2025-05-20,Samma Entertainment,90178487,167000
2025-05-20,Samma News,6714471995,13200000
2025-05-20,Dawn news,771239383,2080000
2025-05-20,Express News,1706209745,5000000
2025-05-20,ARY News,9089275761,15100000
2025-05-20,ARY Digital,64528645898,63100000
2025-05-20,Duniya News,5033795945,8950000
2025-05-20,Aaj News,487808368,1600000
2025-05-20,92 News,2042374840,5950000
2025-05-20,GNN News,1763275629,3610000
2025-05-20,Public News,1203916480,3360000
2025-05-20,24 News hd,3967673698,8900000
2025-05-20,Bol News,3985369063,7960000
2025-05-20,Hum News,495421383,1690000
2025-05-20,Neo news,701189495,2270000
2025-05-21,Geo Entertainment,1475191307,3730000
2025-05-21,Geo News,10219474295,18900000
2025-05-21,Samma Entertainment,90185923,167000
2025-05-21,Samma News,6721489698,13200000
2025-05-21,Dawn news,772067768,2080000
2025-05-21,Express News,1708103516,5010000
2025-05-21,ARY News,9091928392,15100000
2025-05-21,ARY Digital,64559281100,63100000
2025-05-21,Duniya News,5036516249,8950000
2025-05-21,Aaj News,488355995,1600000
2025-05-21,92 News,2044146103,5950000
2025-05-21,GNN News,1764536105,3610000
2025-05-21,Public News,1204460505,3360000
2025-05-21,24 News hd,3970613279,8910000
2025-05-21,Bol News,3986752447,7960000
2025-05-21,Hum News,496274890,1690000
2025-05-21,Neo news,701450999,2270000
2025-05-22,Geo Entertainment,1475820907,3740000
2025-05-22,Geo News,10226683670,19000000
2025-05-22,Samma Entertainment,90191681,167000
2025-05-22,Samma News,6726845931,13200000
2025-05-22,Dawn news,772566017,2080000
2025-05-22,Express News,1709600073,5010000
2025-05-22,ARY News,9093981817,15100000
2025-05-22,ARY Digital,64579300664,63100000
2025-05-22,Duniya News,5035416007,8950000
2025-05-22,Aaj News,488801319,1600000
2025-05-22,92 News,2044897212,5950000
2025-05-22,GNN News,1765294577,3610000
2025-05-22,Public News,1204903538,3360000
2025-05-22,24 News hd,3972361180,8910000
2025-05-22,Bol News,3987441318,7960000
2025-05-22,Hum News,496954839,1690000
2025-05-22,Neo news,701734677,2270000
2025-05-23,Geo Entertainment,1476327151,3740000
2025-05-23,Geo News,10235223393,19000000
2025-05-23,Samma Entertainment,90198275,167000
2025-05-23,Samma News,6732115500,13200000
2025-05-23,Dawn news,773079500,2090000
2025-05-23,Express News,1711139408,5010000
2025-05-23,ARY News,9096126817,15100000
2025-05-23,ARY Digital,64609946892,63100000
2025-05-23,Duniya News,5037324328,8960000
2025-05-23,Aaj News,489307753,1600000
2025-05-23,92 News,2046506848,5950000
2025-05-23,GNN News,1766541480,3610000
2025-05-23,Public News,1205289466,3360000
2025-05-23,24 News hd,3974367192,8920000
2025-05-23,Bol News,3988499091,7960000
2025-05-23,Hum News,497580627,1700000
2025-05-23,Neo news,702105453,2270000
2025-05-24,Geo Entertainment,1477189756,3740000
2025-05-24,Geo News,10244443281,19000000
2025-05-24,Samma Entertainment,90205886,167000
2025-05-24,Samma News,6738086953,13200000
2025-05-24,Dawn news,773811264,2090000
2025-05-24,Express News,1712881367,5010000
2025-05-24,ARY News,9098542839,15100000
2025-05-24,ARY Digital,64647548255,63200000
2025-05-24,Duniya News,5039570977,8960000
2025-05-24,Aaj News,489921407,1600000
2025-05-24,92 News,2047724417,5950000
2025-05-24,GNN News,1767690183,3610000
2025-05-24,Public News,1205889353,3360000
2025-05-24,24 News hd,3976525111,8920000
2025-05-24,Bol News,3989542494,7970000
2025-05-24,Hum News,498475471,1700000
2025-05-24,Neo news,702408705,2270000
2025-05-25,Geo Entertainment,1477686269,3740000
2025-05-25,Geo News,10250377717,19000000
2025-05-25,Samma Entertainment,90211301,167000
2025-05-25,Samma News,6742081557,13200000
2025-05-25,Dawn news,774157012,2090000
2025-05-25,Express News,1714207965,5010000
2025-05-25,ARY News,9099946525,15100000
2025-05-25,ARY Digital,64667485384,63200000
2025-05-25,Duniya News,5040693618,8960000
2025-05-25,Aaj News,490293234,1600000
2025-05-25,92 News,2048386158,5950000
2025-05-25,GNN News,1768367726,3610000
2025-05-25,Public News,1206300795,3360000
2025-05-25,24 News hd,3977939968,8920000
2025-05-25,Bol News,3990324411,7970000
2025-05-25,Hum News,499212730,1700000
2025-05-25,Neo news,702541914,2270000
2025-05-26,Geo Entertainment,1478305023,3740000
2025-05-26,Geo News,10261087628,19000000
2025-05-26,Samma Entertainment,90218223,167000
2025-05-26,Samma News,6748395097,13200000
2025-05-26,Dawn news,774955914,2090000
2025-05-26,Express News,1716558557,5020000
2025-05-26,ARY News,9102556567,15100000
2025-05-26,ARY Digital,64700793729,63200000
2025-05-26,Duniya News,5042756324,8960000
2025-05-26,Aaj News,491366776,1600000
2025-05-26,92 News,2049323477,5960000
2025-05-26,GNN News,1769199755,3610000
2025-05-26,Public News,1206984784,3370000
2025-05-26,24 News hd,3980036885,8920000
2025-05-26,Bol News,3991686532,7970000
2025-05-26,Hum News,500244964,1700000
2025-05-26,Neo news,702734522,2270000
2025-05-27,Geo Entertainment,1478666451,3740000
2025-05-27,Geo News,10267844013,19000000
2025-05-27,Samma Entertainment,90222561,167000
2025-05-27,Samma News,6752441166,13200000
2025-05-27,Dawn news,775447943,2090000
2025-05-27,Express News,1718063149,5020000
2025-05-27,ARY News,9104310476,15100000
2025-05-27,ARY Digital,64719787632,63200000
2025-05-27,Duniya News,5043923581,8970000
2025-05-27,Aaj News,491865543,1610000
2025-05-27,92 News,2049974497,5960000
2025-05-27,GNN News,1769856049,3610000
2025-05-27,Public News,1207415811,3370000
2025-05-27,24 News hd,3981284375,8930000
2025-05-27,Bol News,3992697640,7970000
2025-05-27,Hum News,500954086,1700000
2025-05-27,Neo news,702843308,2270000
2025-05-28,Geo Entertainment,1479302583,3740000
2025-05-28,Geo News,10279323798,19000000
2025-05-28,Samma Entertainment,90229784,167000
2025-05-28,Samma News,6760572286,13200000
2025-05-28,Dawn news,776469726,2090000
2025-05-28,Express News,1720916911,5020000
2025-05-28,ARY News,9107471367,15100000
2025-05-28,ARY Digital,64756419087,63200000
2025-05-28,Duniya News,5046441081,8970000
2025-05-28,Aaj News,492689644,1610000
2025-05-28,92 News,2051176614,5960000
2025-05-28,GNN News,1771017531,3610000
2025-05-28,Public News,1208125773,3370000
2025-05-28,24 News hd,3983672989,8930000
2025-05-28,Bol News,3994649339,7970000
2025-05-28,Hum News,502333071,1700000
2025-05-28,Neo news,703012663,2270000
2025-05-29,Geo Entertainment,1479646143,3740000
2025-05-29,Geo News,10287645036,19000000
2025-05-29,Samma Entertainment,90235746,167000
2025-05-29,Samma News,6767172461,13200000
2025-05-29,Dawn news,776993683,2090000
2025-05-29,Express News,1722795682,5020000
2025-05-29,ARY News,9109754662,15100000
2025-05-29,ARY Digital,64784246368,63300000
2025-05-29,Duniya News,5047849407,8970000
2025-05-29,Aaj News,493547848,1610000
2025-05-29,92 News,2052052588,5960000
2025-05-29,GNN News,1771808159,3620000
2025-05-29,Public News,1208702386,3370000
2025-05-29,24 News hd,3985331401,8930000
2025-05-29,Bol News,3996005592,7980000
2025-05-29,Hum News,503839965,1700000
2025-05-29,Neo news,703159297,2270000
2025-05-30,Geo Entertainment,1480020475,3740000
2025-05-30,Geo News,10295094913,19000000
2025-05-30,Samma Entertainment,90240681,167000
2025-05-30,Samma News,6773035910,13200000
2025-05-30,Dawn news,777473245,2090000
2025-05-30,Express News,1724769441,5030000
2025-05-30,ARY News,9111536095,15100000
2025-05-30,ARY Digital,64810407653,63300000
2025-05-30,Duniya News,5049267882,8970000
2025-05-30,Aaj News,494029007,1610000
2025-05-30,92 News,2052962874,5960000
2025-05-30,GNN News,1772517383,3620000
2025-05-30,Public News,1209284175,3370000
2025-05-30,24 News hd,3986813051,8930000
2025-05-30,Bol News,3997317984,7980000
2025-05-30,Hum News,505581727,1700000
2025-05-30,Neo news,703301579,2270000
2025-05-31,Geo Entertainment,1480823083,3740000
2025-05-31,Geo News,10304006040,19000000
2025-05-31,Samma Entertainment,90246144,167000
2025-05-31,Samma News,6781175000,13200000
2025-05-31,Dawn news,778180600,2090000
2025-05-31,Express News,1726655117,5030000
2025-05-31,ARY News,9114065478,15100000
2025-05-31,ARY Digital,64848620926,63300000
2025-05-31,Duniya News,5051522392,8980000
2025-05-31,Aaj News,494550719,1610000
2025-05-31,92 News,2054112800,5960000
2025-05-31,GNN News,1773576547,3620000
2025-05-31,Public News,1209809517,3370000
2025-05-31,24 News hd,3988916691,8930000
2025-05-31,Bol News,3998722480,7980000
2025-05-31,Hum News,507255630,1700000
2025-05-31,Neo news,703516541,2270000
2025-06-01,Geo Entertainment,1481267212,3740000
2025-06-01,Geo News,10310392449,19000000
2025-06-01,Samma Entertainment,90250643,167000
2025-06-01,Samma News,6787234315,13200000
2025-06-01,Dawn news,778693019,2090000
2025-06-01,Express News,1728085006,5030000
2025-06-01,ARY News,9116045055,15100000
2025-06-01,ARY Digital,64871800649,63300000
2025-06-01,Duniya News,5052734996,8980000
2025-06-01,Aaj News,495061888,1610000
2025-06-01,92 News,2054944592,5970000
2025-06-01,GNN News,1774197101,3620000
2025-06-01,Public News,1210194374,3370000
2025-06-01,24 News hd,3990397684,8940000
2025-06-01,Bol News,3999611403,7980000
2025-06-01,Hum News,508255397,1710000
2025-06-01,Neo news,703657039,2270000
2025-06-02,Geo Entertainment,1481802618,3740000
2025-06-02,Geo News,10318952322,19000000
2025-06-02,Samma Entertainment,90256179,167000
2025-06-02,Samma News,6794490612,13300000
2025-06-02,Dawn news,779455014,2100000
2025-06-02,Express News,1729997132,5030000
2025-06-02,ARY News,9119058400,15100000
2025-06-02,ARY Digital,64901822329,63300000
2025-06-02,Duniya News,5055216368,8980000
2025-06-02,Aaj News,495559704,1610000
2025-06-02,92 News,2050740769,5970000
2025-06-02,GNN News,1775267910,3620000
2025-06-02,Public News,1210771433,3370000
2025-06-02,24 News hd,3992413101,8940000
2025-06-02,Bol News,4001063088,7980000
2025-06-02,Hum News,509103365,1710000
2025-06-02,Neo news,703876597,2270000
2025-06-03,Geo Entertainment,1482245380,3750000
2025-06-03,Geo News,10325455593,19000000
2025-06-03,Samma Entertainment,90261233,167000
2025-06-03,Samma News,6799701186,13300000
2025-06-03,Dawn news,780237025,2100000
2025-06-03,Express News,1731537240,5030000
2025-06-03,ARY News,9121532722,15100000
2025-06-03,ARY Digital,64922320491,63300000
2025-06-03,Duniya News,5056168964,8980000
2025-06-03,Aaj News,495954734,1610000
2025-06-03,92 News,2051881039,5970000
2025-06-03,GNN News,1776004662,3620000
2025-06-03,Public News,1211171322,3370000
2025-06-03,24 News hd,3994182262,8940000
2025-06-03,Bol News,4001833527,7980000
2025-06-03,Hum News,509697075,1710000
2025-06-03,Neo news,704073570,2270000
2025-06-04,Geo Entertainment,1482687165,3750000
2025-06-04,Geo News,10335291290,19000000
2025-06-04,Samma Entertainment,90267694,167000
2025-06-04,Samma News,6807174203,13300000
2025-06-04,Dawn news,781355746,2100000
2025-06-04,Express News,1734050755,5040000
2025-06-04,ARY News,9125208044,15100000
2025-06-04,ARY Digital,64956615342,63300000
2025-06-04,Duniya News,5057447388,8980000
2025-06-04,Aaj News,496731676,1610000
2025-06-04,92 News,2053217213,5970000
2025-06-04,GNN News,1777018802,3620000
2025-06-04,Public News,1211961535,3370000
2025-06-04,24 News hd,3997618788,8950000
2025-06-04,Bol News,4003244563,7980000
2025-06-04,Hum News,510502859,1710000
2025-06-04,Neo news,704318384,2270000
2025-06-05,Geo Entertainment,1483412993,3750000
2025-06-05,Geo News,10342247314,19000000
2025-06-05,Samma Entertainment,90274515,167000
2025-06-05,Samma News,6814140612,13300000
2025-06-05,Dawn news,782457740,2100000
2025-06-05,Express News,1735902590,5040000
2025-06-05,ARY News,9127713196,15100000
2025-06-05,ARY Digital,64989841509,63400000
2025-06-05,Duniya News,5058973700,8990000
2025-06-05,Aaj News,497095175,1620000
2025-06-05,92 News,2054314674,5980000
2025-06-05,GNN News,1777894950,3620000
2025-06-05,Public News,1212460411,3370000
2025-06-05,24 News hd,4000368659,8950000
2025-06-05,Bol News,4004576137,7990000
2025-06-05,Hum News,511247169,1710000
2025-06-05,Neo news,704562451,2270000
2025-06-06,Geo Entertainment,1484108244,3750000
2025-06-06,Geo News,10349328923,19100000
2025-06-06,Samma Entertainment,90279612,167000
2025-06-06,Samma News,6821170279,13300000
2025-06-06,Dawn news,782987032,2100000
2025-06-06,Express News,1738049616,5040000
2025-06-06,ARY News,9130145174,15100000
2025-06-06,ARY Digital,65021172192,63400000
2025-06-06,Duniya News,5060486409,8990000
2025-06-06,Aaj News,497523019,1620000
2025-06-06,92 News,2055235074,5980000
2025-06-06,GNN News,1778850471,3620000
2025-06-06,Public News,1212882772,3370000
2025-06-06,24 News hd,4002967312,8950000
2025-06-06,Bol News,4005711369,7990000
2025-06-06,Hum News,512060226,1710000
2025-06-06,Neo news,704839159,2270000
2025-06-07,Geo Entertainment,1484650843,3750000
2025-06-07,Geo News,10354563965,19100000
2025-06-07,Samma Entertainment,90283802,167000
2025-06-07,Samma News,6825762567,13300000
2025-06-07,Dawn news,783324310,2100000
2025-06-07,Express News,1739339712,5040000
2025-06-07,ARY News,9131834609,15100000
2025-06-07,ARY Digital,65043121485,63400000
2025-06-07,Duniya News,5061566584,8990000
2025-06-07,Aaj News,497826013,1620000
2025-06-07,92 News,2056039671,5980000
2025-06-07,GNN News,1779433722,3620000
2025-06-07,Public News,1213265369,3380000
2025-06-07,24 News hd,4005067840,8960000
2025-06-07,Bol News,4006690795,7990000
2025-06-07,Hum News,512640227,1710000
