Date,Channel Name,Total Views,Total Subscribers
2025-07-26,Dawn news,837495500,2200000
2025-07-26,Express News,1837240013,5180000
2025-07-26,ARY News,9285090577,15300000
2025-07-26,ARY Digital,66578044112,64400000
2025-07-26,Duniya News,5156813668,9120000
2025-07-26,Aaj News,530268107,1690000
2025-07-26,92 News,2136228525,6150000
2025-07-26,GNN News,1834551653,3690000
2025-07-26,Public News,1240435057,3430000
2025-07-26,24 News hd,4104701946,9110000
2025-07-26,Bol News,4058656123,8060000
2025-07-26,Hum News,530482896,1750000
2025-07-26,Neo news,715673626,2290000
2025-07-27,Geo Entertainment,1508576436,3790000
2025-07-27,Geo News,10865379240,19500000
2025-07-27,Samma Entertainment,90544694,168000
2025-07-27,Samma News,7168841119,13500000
2025-07-27,Dawn news,837805457,2200000
2025-07-27,Express News,1838218100,5180000
2025-07-27,ARY News,9287079331,15300000
2025-07-27,ARY Digital,66603182207,64400000
2025-07-27,Duniya News,5158144953,9120000
2025-07-27,Aaj News,530703373,1690000
2025-07-27,92 News,2137001211,6160000
2025-07-27,GNN News,1835486962,3690000
2025-07-27,Public News,1241003479,3430000
2025-07-27,24 News hd,4106145795,9110000
2025-07-27,Bol News,4059350086,8060000
2025-07-27,Hum News,531034734,1750000
2025-07-27,Neo news,715860555,2290000
2025-07-28,Geo Entertainment,1509306662,3790000
2025-07-28,Geo News,10870285521,19600000
2025-07-28,Samma Entertainment,90551608,168000
2025-07-28,Samma News,7173317713,13500000
2025-07-28,Dawn news,838243400,2200000
2025-07-28,Express News,1839174952,5180000
2025-07-28,ARY News,9289223612,15300000
2025-07-28,ARY Digital,66632466834,64400000
2025-07-28,Duniya News,5160404286,9120000
2025-07-28,Aaj News,531280212,1690000
2025-07-28,92 News,2137795535,6160000
2025-07-28,GNN News,1836413452,3700000
2025-07-28,Public News,1239564926,3430000
2025-07-28,24 News hd,4107590787,9110000
2025-07-28,Bol News,4060171884,8060000
2025-07-28,Hum News,531607284,1750000
2025-07-28,Neo news,716046691,2290000
2025-07-29,Geo Entertainment,1509799638,3800000
2025-07-29,Geo News,10875058839,19600000
2025-07-29,Samma Entertainment,90559152,168000
2025-07-29,Samma News,7177569284,13600000
2025-07-29,Dawn news,838617751,2200000
2025-07-29,Express News,1840239054,5180000
2025-07-29,ARY News,9291637654,15300000
2025-07-29,ARY Digital,66662891530,64400000
2025-07-29,Duniya News,5162126382,9130000
2025-07-29,Aaj News,531738055,1690000
2025-07-29,92 News,2138697333,6160000
2025-07-29,GNN News,1837211738,3700000
2025-07-29,Public News,1238941940,3430000
2025-07-29,24 News hd,4108935340,9120000
2025-07-29,Bol News,4061212051,8060000
2025-07-29,Hum News,532239591,1750000
2025-07-29,Neo news,716199953,2290000
2025-07-30,Geo Entertainment,1510026208,3800000
2025-07-30,Geo News,10878885123,19600000
2025-07-30,Samma Entertainment,90565391,168000
2025-07-30,Samma News,7180903399,13600000
2025-07-30,Dawn news,839016290,2200000
2025-07-30,Express News,1841037850,5180000
2025-07-30,ARY News,9293255830,15300000
2025-07-30,ARY Digital,66684413254,64400000
2025-07-30,Duniya News,5163657721,9130000
2025-07-30,Aaj News,532051925,1690000
2025-07-30,92 News,2139267376,6160000
2025-07-30,GNN News,1837802476,3700000
2025-07-30,Public News,1240426022,3430000
2025-07-30,24 News hd,4110062686,9120000
2025-07-30,Bol News,4062241189,8060000
2025-07-30,Hum News,532669175,1750000
2025-07-30,Neo news,716380307,2290000
2025-07-31,Geo Entertainment,1510782677,3800000
2025-07-31,Geo News,10883998058,19600000
2025-07-31,Samma Entertainment,90572317,168000
2025-07-31,Samma News,7185156555,13600000
2025-07-31,Dawn news,839678586,2210000
2025-07-31,Express News,1842153482,5180000
2025-07-31,ARY News,9295391216,15300000
2025-07-31,ARY Digital,66728533341,64400000
2025-07-31,Duniya News,5165726683,9130000
2025-07-31,Aaj News,532428169,1690000
2025-07-31,92 News,2140032423,6160000
2025-07-31,GNN News,1838615469,3700000
2025-07-31,Public News,1239688946,3430000
2025-07-31,24 News hd,4111464643,9120000
2025-07-31,Bol News,4063424245,8060000
2025-07-31,Hum News,533242176,1750000
2025-07-31,Neo news,716632196,2290000
2025-08-01,Geo Entertainment,1511119817,3800000
2025-08-01,Geo News,10888412885,19600000
2025-08-01,Samma Entertainment,90578617,168000
2025-08-01,Samma News,7188320472,13600000
2025-08-01,Dawn news,840054662,2210000
2025-08-01,Express News,1843101270,5180000
2025-08-01,ARY News,9297208657,15300000
2025-08-01,ARY Digital,66758735302,64500000
2025-08-01,Duniya News,5166969946,9130000
2025-08-01,Aaj News,532713787,1690000
2025-08-01,92 News,2140078201,6160000
2025-08-01,GNN News,1839253362,3700000
2025-08-01,Public News,1239975490,3430000
2025-08-01,24 News hd,4112636874,9120000
2025-08-01,Bol News,4064262976,8070000
2025-08-01,Hum News,533768861,1750000
2025-08-01,Neo news,716901722,2290000
2025-08-02,Geo Entertainment,1511730315,3800000
2025-08-02,Geo News,10893381801,19600000
2025-08-02,Samma Entertainment,90584687,168000
2025-08-02,Samma News,7192234006,13600000
2025-08-02,Dawn news,840521277,2210000
2025-08-02,Express News,1844290576,5190000
2025-08-02,ARY News,9299081008,15300000
2025-08-02,ARY Digital,66802450767,64500000
2025-08-02,Duniya News,5168872835,9140000
2025-08-02,Aaj News,533144707,1700000
2025-08-02,92 News,2140657998,6160000
2025-08-02,GNN News,1840017134,3700000
2025-08-02,Public News,1240287100,3430000
2025-08-02,24 News hd,4114133016,9120000
2025-08-02,Bol News,4065408699,8070000
2025-08-02,Hum News,534303363,1750000
2025-08-02,Neo news,717375905,2290000
2025-08-03,Geo Entertainment,1512451716,3800000
2025-08-03,Geo News,10900397038,19600000
2025-08-03,Samma Entertainment,90593086,168000
2025-08-03,Samma News,7197713194,13600000
2025-08-03,Dawn news,841054949,2210000
2025-08-03,Express News,1845963220,5190000
2025-08-03,ARY News,9301955248,15300000
2025-08-03,ARY Digital,66837182821,64500000
2025-08-03,Duniya News,5171100603,9140000
2025-08-03,Aaj News,533589951,1700000
2025-08-03,92 News,2141489788,6160000
2025-08-03,GNN News,1840946612,3700000
2025-08-03,Public News,1240996362,3430000
2025-08-03,24 News hd,4116308488,9130000
2025-08-03,Bol News,4067083313,8070000
2025-08-03,Hum News,534890776,1750000
2025-08-03,Neo news,717889965,2290000
2025-08-04,Geo Entertainment,1513019273,3800000
2025-08-04,Geo News,10905780442,19600000
2025-08-04,Samma Entertainment,90601098,168000
2025-08-04,Samma News,7201696386,13600000
2025-08-04,Dawn news,841452692,2210000
2025-08-04,Express News,1847106289,5190000
2025-08-04,ARY News,9304052989,15300000
2025-08-04,ARY Digital,66861667675,64500000
2025-08-04,Duniya News,5172774919,9140000
2025-08-04,Aaj News,534029508,1700000
2025-08-04,92 News,2142093774,6160000
2025-08-04,GNN News,1841736522,3700000
2025-08-04,Public News,1241266217,3430000
2025-08-04,24 News hd,4117930749,9130000
2025-08-04,Bol News,4067968738,8070000
2025-08-04,Hum News,535356588,1750000
2025-08-04,Neo news,718208439,2290000
2025-08-05,Geo Entertainment,1513342245,3800000
2025-08-05,Geo News,10909792104,19600000
2025-08-05,Samma Entertainment,90608118,168000
2025-08-05,Samma News,7204249014,13600000
2025-08-05,Dawn news,841802840,2210000
2025-08-05,Express News,1847966490,5190000
2025-08-05,ARY News,9305610802,15300000
2025-08-05,ARY Digital,66878431826,64600000
2025-08-05,Duniya News,5174053924,9140000
2025-08-05,Aaj News,534348179,1700000
2025-08-05,92 News,2142596638,6160000
2025-08-05,GNN News,1842355884,3700000
2025-08-05,Public News,1241472466,3430000
2025-08-05,24 News hd,4118979482,9130000
2025-08-05,Bol News,4068746655,8070000
2025-08-05,Hum News,535748535,1760000
2025-08-05,Neo news,718455462,2290000
2025-08-06,Geo Entertainment,1513651328,3800000
2025-08-06,Geo News,10916306638,19600000
2025-08-06,Samma Entertainment,90619050,168000
2025-08-06,Samma News,7208745818,13600000
2025-08-06,Dawn news,842462871,2210000
2025-08-06,Express News,1850424943,5190000
2025-08-06,ARY News,9308613909,15300000
2025-08-06,ARY Digital,66908839035,64600000
2025-08-06,Duniya News,5175841863,9150000
2025-08-06,Aaj News,535022549,1700000
2025-08-06,92 News,2143428706,6160000
2025-08-06,GNN News,1843294399,3700000
2025-08-06,Public News,1241976173,3440000
2025-08-06,24 News hd,4120638479,9130000
2025-08-06,Bol News,4069820793,8070000
2025-08-06,Hum News,536433840,1760000
2025-08-06,Neo news,718921148,2290000
2025-08-07,Geo Entertainment,1513950710,3800000
2025-08-07,Geo News,10922680126,19600000
2025-08-07,Samma Entertainment,90627921,168000
2025-08-07,Samma News,7212969393,13600000
2025-08-07,Dawn news,843196002,2210000
2025-08-07,Express News,1851960855,5200000
2025-08-07,ARY News,9310744474,15300000
2025-08-07,ARY Digital,66939202329,64600000
2025-08-07,Duniya News,5177619249,9150000
2025-08-07,Aaj News,535582694,1700000
2025-08-07,92 News,2144046370,6170000
2025-08-07,GNN News,1844225108,3700000
2025-08-07,Public News,1242609742,3440000
2025-08-07,24 News hd,4122110998,9140000
2025-08-07,Bol News,4070587105,8070000
2025-08-07,Hum News,537087936,1760000
2025-08-07,Neo news,719099412,2290000
2025-08-08,Geo Entertainment,1514202781,3800000
2025-08-08,Geo News,10928331795,19600000
2025-08-08,Samma Entertainment,90639943,168000
2025-08-08,Samma News,7216234634,13600000
2025-08-08,Dawn news,843553147,2210000
2025-08-08,Express News,1853043443,5200000
2025-08-08,ARY News,9312968462,15300000
2025-08-08,ARY Digital,66981369025,64600000
2025-08-08,Duniya News,5179246783,9150000
2025-08-08,Aaj News,535950883,1700000
2025-08-08,92 News,2144691637,6170000
2025-08-08,GNN News,1845069880,3710000
2025-08-08,Public News,1242982794,3440000
2025-08-08,24 News hd,4123564251,9140000
2025-08-08,Bol News,4071435371,8080000
2025-08-08,Hum News,537620411,1760000
2025-08-08,Neo news,719343395,2290000
2025-08-09,Geo Entertainment,1514508920,3800000
2025-08-09,Geo News,10933429179,19600000
2025-08-09,Samma Entertainment,90652889,168000
2025-08-09,Samma News,7219434745,13600000
2025-08-09,Dawn news,843912438,2210000
2025-08-09,Express News,1854272663,5200000
2025-08-09,ARY News,9315077909,15300000
2025-08-09,ARY Digital,67026322535,64700000
2025-08-09,Duniya News,5180797039,9150000
2025-08-09,Aaj News,536417414,1700000
2025-08-09,92 News,2145258773,6170000
2025-08-09,GNN News,1845924113,3710000
2025-08-09,Public News,1243528356,3440000
2025-08-09,24 News hd,4125059362,9140000
2025-08-09,Bol News,4072305599,8080000
2025-08-09,Hum News,538162628,1760000
2025-08-09,Neo news,719699203,2290000
2025-08-10,Geo Entertainment,1514845064,3810000
2025-08-10,Geo News,10938327120,19600000
2025-08-10,Samma Entertainment,90676810,168000
2025-08-10,Samma News,7222909137,13600000
2025-08-10,Dawn news,844249377,2210000
2025-08-10,Express News,1855196373,5200000
2025-08-10,ARY News,9317161019,15300000
2025-08-10,ARY Digital,67056759318,64700000
2025-08-10,Duniya News,5182402360,9160000
2025-08-10,Aaj News,536835374,1700000
2025-08-10,92 News,2145897356,6170000
2025-08-10,GNN News,1846764716,3710000
2025-08-10,Public News,1244093552,3440000
2025-08-10,24 News hd,4126351950,9140000
2025-08-10,Bol News,4073177754,8080000
2025-08-10,Hum News,538668647,1760000
2025-08-10,Neo news,720060030,2290000
2025-08-11,Geo Entertainment,1515134915,3810000
2025-08-11,Geo News,10943122887,19600000
2025-08-11,Samma Entertainment,90711292,169000
2025-08-11,Samma News,7226432493,13600000
2025-08-11,Dawn news,844555283,2210000
2025-08-11,Express News,1856036149,5200000
2025-08-11,ARY News,9319441806,15300000
2025-08-11,ARY Digital,67083682789,64700000
2025-08-11,Duniya News,5183856738,9160000
2025-08-11,Aaj News,537287966,1700000
2025-08-11,92 News,2146488608,6170000
2025-08-11,GNN News,1847477875,3710000
2025-08-11,Public News,1244991954,3440000
2025-08-11,24 News hd,4127647830,9140000
2025-08-11,Bol News,4074139695,8080000
2025-08-11,Hum News,539135253,1760000
2025-08-11,Neo news,720422579,2300000
2025-08-12,Geo Entertainment,1515347416,3810000
2025-08-12,Geo News,10947315039,19600000
2025-08-12,Samma Entertainment,90731595,169000
2025-08-12,Samma News,7229430183,13600000
2025-08-12,Dawn news,844860068,2210000
2025-08-12,Express News,1856909164,5200000
2025-08-12,ARY News,9321606643,15300000
2025-08-12,ARY Digital,67104211139,64700000
2025-08-12,Duniya News,5185456201,9160000
2025-08-12,Aaj News,537739643,1710000
2025-08-12,92 News,2146996378,6170000
2025-08-12,GNN News,1848063382,3710000
2025-08-12,Public News,1246011767,3440000
2025-08-12,24 News hd,4128719955,9150000
2025-08-12,Bol News,4074637347,8080000
2025-08-12,Hum News,539529899,1760000
2025-08-12,Neo news,720683271,2300000
2025-08-13,Geo Entertainment,1515639973,3810000
2025-08-13,Geo News,10950921070,19600000
2025-08-13,Samma Entertainment,90741698,169000
2025-08-13,Samma News,7231486306,13600000
2025-08-13,Dawn news,845097134,2210000
2025-08-13,Express News,1857692030,5200000
2025-08-13,ARY News,9323315247,15400000
2025-08-13,ARY Digital,67126167575,64700000
2025-08-13,Duniya News,5186685108,9160000
2025-08-13,Aaj News,538040673,1710000
2025-08-13,92 News,2147425587,6170000
2025-08-13,GNN News,1848693488,3710000
2025-08-13,Public News,1246794895,3440000
2025-08-13,24 News hd,4129553917,9150000
2025-08-13,Bol News,4075110176,8080000
2025-08-13,Hum News,539878182,1760000
2025-08-13,Neo news,720954396,2300000
2025-08-14,Geo Entertainment,1516924329,3810000
2025-08-14,Geo News,10956545434,19600000
2025-08-14,Samma Entertainment,90755541,169000
2025-08-14,Samma News,7235299613,13600000
2025-08-14,Dawn news,845572770,2210000
2025-08-14,Express News,1859089587,5210000
2025-08-14,ARY News,9326111260,15400000
2025-08-14,ARY Digital,67153791727,64800000
2025-08-14,Duniya News,5188135637,9160000
2025-08-14,Aaj News,538561227,1710000
2025-08-14,92 News,2148093179,6170000
2025-08-14,GNN News,1849622827,3710000
2025-08-14,Public News,1247837434,3440000
2025-08-14,24 News hd,4130720203,9150000
2025-08-14,Bol News,4075993736,8080000
2025-08-14,Hum News,540374668,1760000
2025-08-14,Neo news,721403509,2300000
2025-08-15,Geo Entertainment,1517428576,3810000
2025-08-15,Geo News,10962565364,19600000
2025-08-15,Samma Entertainment,90775709,169000
2025-08-15,Samma News,7239217000,13600000
2025-08-15,Dawn news,845933808,2210000
2025-08-15,Express News,1860570736,5210000
2025-08-15,ARY News,9328760026,15400000
2025-08-15,ARY Digital,67199386258,64800000
2025-08-15,Duniya News,5189741893,9170000
2025-08-15,Aaj News,539154929,1710000
2025-08-15,92 News,2148838324,6170000
2025-08-15,GNN News,1850465917,3710000
2025-08-15,Public News,1248816314,3450000
2025-08-15,24 News hd,4133130925,9150000
2025-08-15,Bol News,4076580953,8080000
2025-08-15,Hum News,540820424,1760000
2025-08-15,Neo news,722047499,2300000
2025-08-16,Geo Entertainment,1518079324,3810000
2025-08-16,Geo News,10967901367,19600000
2025-08-16,Samma Entertainment,90791396,169000
2025-08-16,Samma News,7242803675,13600000
2025-08-16,Dawn news,846265443,2220000
2025-08-16,Express News,1861748599,5210000
2025-08-16,ARY News,9330942486,15400000
2025-08-16,ARY Digital,67232102811,64800000
2025-08-16,Duniya News,5191499854,9170000
2025-08-16,Aaj News,539524231,1710000
2025-08-16,92 News,2149394200,6170000
2025-08-16,GNN News,1851122237,3710000
2025-08-16,Public News,1249464505,3450000
2025-08-16,24 News hd,4134500548,9150000
2025-08-16,Bol News,4077272408,8080000
2025-08-16,Hum News,541276870,1760000
2025-08-16,Neo news,722679226,2300000
2025-08-17,Geo Entertainment,1518708127,3810000
2025-08-17,Geo News,10973900707,19600000
2025-08-17,Samma Entertainment,90807373,169000
2025-08-17,Samma News,7246754138,13600000
2025-08-17,Dawn news,846707466,2220000
2025-08-17,Express News,1862828929,5210000
2025-08-17,ARY News,9333721430,15400000
2025-08-17,ARY Digital,67260489145,64800000
2025-08-17,Duniya News,5192637867,9170000
2025-08-17,Aaj News,540131619,1710000
2025-08-17,92 News,2150041395,6170000
2025-08-17,GNN News,1851764600,3710000
2025-08-17,Public News,1250095859,3450000
2025-08-17,24 News hd,4135836999,9160000
2025-08-17,Bol News,4078008911,8080000
2025-08-17,Hum News,541728766,1760000
2025-08-17,Neo news,723661708,2300000
2025-08-18,Geo Entertainment,1519517401,3810000
2025-08-18,Geo News,10980387053,19600000
2025-08-18,Samma Entertainment,90822840,169000
2025-08-18,Samma News,7251556596,13600000
2025-08-18,Dawn news,847284445,2220000
2025-08-18,Express News,1864134177,5210000
2025-08-18,ARY News,9337337939,15400000
2025-08-18,ARY Digital,67291125683,64800000
2025-08-18,Duniya News,5193809921,9170000
2025-08-18,Aaj News,541102112,1710000
2025-08-18,92 News,2150801891,6170000
2025-08-18,GNN News,1852607847,3710000
2025-08-18,Public News,1250743488,3450000
2025-08-18,24 News hd,4136644129,9160000
2025-08-18,Bol News,4078869235,8090000
2025-08-18,Hum News,542262913,1760000
2025-08-18,Neo news,725038982,2300000
2025-08-19,Geo Entertainment,1520014328,3820000
2025-08-19,Geo News,10985803388,19700000
2025-08-19,Samma Entertainment,90834048,169000
2025-08-19,Samma News,7256371056,13600000
2025-08-19,Dawn news,847669183,2220000
2025-08-19,Express News,1865150020,5210000
2025-08-19,ARY News,9340251392,15400000
2025-08-19,ARY Digital,67310743978,64800000
2025-08-19,Duniya News,5194662513,9170000
2025-08-19,Aaj News,541941022,1720000
2025-08-19,92 News,2151296933,6170000
2025-08-19,GNN News,1853143400,3710000
2025-08-19,Public News,1251183219,3450000
2025-08-19,24 News hd,4137427554,9160000
2025-08-19,Bol News,4079928045,8090000
2025-08-19,Hum News,542617190,1760000
2025-08-19,Neo news,726022153,2300000
2025-08-20,Geo Entertainment,1520678455,3820000
2025-08-20,Geo News,10994116959,19700000
2025-08-20,Samma Entertainment,90847413,169000
2025-08-20,Samma News,7262018728,13600000
2025-08-20,Dawn news,848396161,2220000
2025-08-20,Express News,1866213075,5210000
2025-08-20,ARY News,9344200968,15400000
2025-08-20,ARY Digital,67334671491,64900000
2025-08-20,Duniya News,5196294702,9170000
2025-08-20,Aaj News,542956671,1720000
2025-08-20,92 News,2151833862,6170000
2025-08-20,GNN News,1853818978,3710000
2025-08-20,Public News,1251818654,3450000
2025-08-20,24 News hd,4138750594,9160000
2025-08-20,Bol News,4080645535,8090000
2025-08-20,Hum News,543107253,1760000
2025-08-20,Neo news,726974189,2300000
2025-08-21,Geo Entertainment,1521316891,3820000
2025-08-21,Geo News,11002352673,19700000
2025-08-21,Samma Entertainment,90863567,169000
2025-08-21,Samma News,7266598872,13600000
2025-08-21,Dawn news,848926558,2220000
2025-08-21,Express News,1866998335,5220000
2025-08-21,ARY News,9347405725,15400000
2025-08-21,ARY Digital,67353963708,64900000
2025-08-21,Duniya News,5197421176,9180000
2025-08-21,Aaj News,543795946,1720000
2025-08-21,92 News,2152309099,6180000
2025-08-21,GNN News,1854378035,3710000
2025-08-21,Public News,1252564511,3450000
2025-08-21,24 News hd,4139743280,9160000
2025-08-21,Bol News,4081204191,8090000
2025-08-21,Hum News,543540842,1760000
2025-08-21,Neo news,727579738,2300000
2025-08-22,Geo Entertainment,1522241099,3820000
2025-08-22,Geo News,11013674972,19700000
2025-08-22,Samma Entertainment,90907583,169000
2025-08-22,Samma News,7273521953,13600000
2025-08-22,Dawn news,849900369,2220000
2025-08-22,Express News,1868642021,5220000
2025-08-22,ARY News,9352249845,15400000
2025-08-22,ARY Digital,67418666130,64900000
2025-08-22,Duniya News,5199316554,9180000
2025-08-22,Aaj News,545103563,1720000
2025-08-22,92 News,2152979233,6180000
2025-08-22,GNN News,1855233381,3720000
2025-08-22,Public News,1253769577,3450000
2025-08-22,24 News hd,4141420436,9160000
2025-08-22,Bol News,4082085111,8090000
2025-08-22,Hum News,544136375,1770000
2025-08-22,Neo news,728205487,2300000
2025-08-23,Geo Entertainment,1522963529,3820000
2025-08-23,Geo News,11019567864,19700000
2025-08-23,Samma Entertainment,90928540,169000
2025-08-23,Samma News,7277485891,13600000
2025-08-23,Dawn news,850338848,2220000
2025-08-23,Express News,1869738237,5220000
2025-08-23,ARY News,9354580746,15400000
2025-08-23,ARY Digital,67450959305,64900000
2025-08-23,Duniya News,5200620919,9180000
2025-08-23,Aaj News,545983048,1730000
2025-08-23,92 News,2153451911,6180000
2025-08-23,GNN News,1855793290,3720000
2025-08-23,Public News,1254456792,3450000
2025-08-23,24 News hd,4142431573,9170000
2025-08-23,Bol News,4082667993,8090000
2025-08-23,Hum News,544556851,1770000
2025-08-23,Neo news,728720328,2300000
2025-08-24,Geo Entertainment,1523304888,3820000
2025-08-24,Geo News,11024689532,19700000
2025-08-24,Samma Entertainment,90951471,169000
2025-08-24,Samma News,7280865151,13600000
2025-08-24,Dawn news,850687609,2230000
2025-08-24,Express News,1870640154,5220000
2025-08-24,ARY News,9356673518,15400000
2025-08-24,ARY Digital,67476450758,65000000
2025-08-24,Duniya News,5201627953,9180000
2025-08-24,Aaj News,546513027,1730000
2025-08-24,92 News,2153948135,6180000
2025-08-24,GNN News,1856264658,3720000
2025-08-24,Public News,1255121786,3450000
2025-08-24,24 News hd,4143523685,9170000
2025-08-24,Bol News,4083481878,8090000
2025-08-24,Hum News,544905347,1770000
2025-08-24,Neo news,729423441,2300000
2025-08-25,Geo Entertainment,1524076652,3820000
2025-08-25,Geo News,11031597194,19700000
2025-08-25,Samma Entertainment,90966295,169000
2025-08-25,Samma News,7285802828,13600000
2025-08-25,Dawn news,851084500,2230000
2025-08-25,Express News,1871823435,5220000
2025-08-25,ARY News,9360019888,15400000
2025-08-25,ARY Digital,67508063787,65000000
2025-08-25,Duniya News,5203006542,9180000
2025-08-25,Aaj News,547406106,1730000
2025-08-25,92 News,2154554702,6180000
2025-08-25,GNN News,1856974004,3720000
2025-08-25,Public News,1256085463,3450000
2025-08-25,24 News hd,4144916929,9170000
2025-08-25,Bol News,4084616901,8100000
2025-08-25,Hum News,545401510,1770000
2025-08-25,Neo news,730647036,2300000
2025-08-26,Geo Entertainment,1524385645,3820000
2025-08-26,Geo News,11036171802,19700000
2025-08-26,Samma Entertainment,90976478,169000
2025-08-26,Samma News,7288793553,13600000
2025-08-26,Dawn news,851674638,2230000
2025-08-26,Express News,1873028522,5220000
2025-08-26,ARY News,9362093110,15400000
2025-08-26,ARY Digital,67526507922,65000000
2025-08-26,Duniya News,5204109643,9190000
2025-08-26,Aaj News,547847736,1730000
2025-08-26,92 News,2154958685,6180000
2025-08-26,GNN News,1857503723,3720000
2025-08-26,Public News,1256760742,3460000
2025-08-26,24 News hd,4145887635,9170000
2025-08-26,Bol News,4085155126,8100000
2025-08-26,Hum News,545737185,1770000
2025-08-26,Neo news,731777854,2310000
2025-08-27,Geo Entertainment,1525251017,3830000
2025-08-27,Geo News,11042533748,19700000
2025-08-27,Samma Entertainment,90987482,169000
2025-08-27,Samma News,7294009927,13700000
2025-08-27,Dawn news,852141999,2230000
2025-08-27,Express News,1874655078,5230000
2025-08-27,ARY News,9365065712,15400000
2025-08-27,ARY Digital,67554531704,65000000
2025-08-27,Duniya News,5206224166,9190000
2025-08-27,Aaj News,548675398,1730000
2025-08-27,92 News,2155500746,6180000
2025-08-27,GNN News,1858316892,3720000
2025-08-27,Public News,1257531145,3460000
2025-08-27,24 News hd,4147531517,9170000
2025-08-27,Bol News,4086164038,8100000
2025-08-27,Hum News,546325914,1770000
2025-08-27,Neo news,732763303,2310000
2025-08-28,Geo Entertainment,1526149199,3830000
2025-08-28,Geo News,11051469507,19700000
2025-08-28,Samma Entertainment,90999598,169000
2025-08-28,Samma News,7303539523,13700000
2025-08-28,Dawn news,852888798,2230000
2025-08-28,Express News,1876672627,5230000
2025-08-28,ARY News,9369407493,15400000
2025-08-28,ARY Digital,67588301393,65000000
2025-08-28,Duniya News,5208946819,9200000
2025-08-28,Aaj News,550567324,1740000
2025-08-28,92 News,2156442929,6180000
2025-08-28,GNN News,1859109709,3720000
2025-08-28,Public News,1258451084,3460000
2025-08-28,24 News hd,4150065972,9180000
2025-08-28,Bol News,4087056961,8100000
2025-08-28,Hum News,547207835,1770000
2025-08-28,Neo news,734102656,2310000
2025-08-29,Geo Entertainment,1526694685,3830000
2025-08-29,Geo News,11061361146,19700000
2025-08-29,Samma Entertainment,91013606,169000
2025-08-29,Samma News,7313286385,13700000
2025-08-29,Dawn news,853614951,2230000
2025-08-29,Express News,1879193982,5240000
2025-08-29,ARY News,9373505536,15400000
2025-08-29,ARY Digital,67629430569,65100000
2025-08-29,Duniya News,5212454631,9200000
2025-08-29,Aaj News,551777156,1740000
2025-08-29,92 News,2157299483,6180000
2025-08-29,GNN News,1859952871,3720000
2025-08-29,Public News,1259907830,3460000
2025-08-29,24 News hd,4152369127,9180000
2025-08-29,Bol News,4088039392,8100000
2025-08-29,Hum News,547741363,1770000
2025-08-29,Neo news,735145898,2310000
2025-08-30,Geo Entertainment,1527239620,3830000
2025-08-30,Geo News,11070833792,19800000
2025-08-30,Samma Entertainment,91026603,170000
2025-08-30,Samma News,7321445245,13700000
2025-08-30,Dawn news,854085363,2230000
2025-08-30,Express News,1881498623,5240000
2025-08-30,ARY News,9378428977,15400000
2025-08-30,ARY Digital,67663741629,65100000
2025-08-30,Duniya News,5215089958,9200000
2025-08-30,Aaj News,552432618,1740000
2025-08-30,92 News,2158307714,6190000
2025-08-30,GNN News,1860841686,3720000
2025-08-30,Public News,1260698294,3460000
2025-08-30,24 News hd,4154050781,9190000
2025-08-30,Bol News,4088826943,8100000
2025-08-30,Hum News,548390369,1770000
2025-08-30,Neo news,735844725,2310000
2025-08-31,Geo Entertainment,1527605748,3830000
2025-08-31,Geo News,11078960415,19800000
2025-08-31,Samma Entertainment,91040291,170000
2025-08-31,Samma News,7329559296,13700000
2025-08-31,Dawn news,854680284,2240000
2025-08-31,Express News,1883369945,5240000
2025-08-31,ARY News,9382447766,15400000
2025-08-31,ARY Digital,67690930974,65100000
2025-08-31,Duniya News,5217206830,9210000
2025-08-31,Aaj News,553418896,1750000
2025-08-31,92 News,2159771958,6190000
2025-08-31,GNN News,1861589553,3720000
2025-08-31,Public News,1261287803,3460000
2025-08-31,24 News hd,4155896736,9190000
2025-08-31,Bol News,4089843624,8110000
2025-08-31,Hum News,548995230,1770000
2025-08-31,Neo news,736436647,2310000
2025-09-01,Geo Entertainment,1528107747,3830000
2025-09-01,Geo News,11089293518,19800000
2025-09-01,Samma Entertainment,91052841,170000
2025-09-01,Samma News,7337932454,13700000
2025-09-01,Dawn news,855142758,2240000
2025-09-01,Express News,1885188156,5240000
2025-09-01,ARY News,9386902163,15400000
2025-09-01,ARY Digital,67721485217,65100000
2025-09-01,Duniya News,5219750286,9210000
2025-09-01,Aaj News,554502343,1750000
2025-09-01,92 News,2161001778,6190000
2025-09-01,GNN News,1862240667,3730000
2025-09-01,Public News,1262050795,3460000
2025-09-01,24 News hd,4158055208,9190000
2025-09-01,Bol News,4090843453,8110000
2025-09-01,Hum News,549690221,1780000
2025-09-01,Neo news,736951112,2310000
2025-09-02,Geo Entertainment,1528463442,3830000
2025-09-02,Geo News,11098593301,19800000
2025-09-02,Samma Entertainment,91064265,170000
2025-09-02,Samma News,7345529468,13700000
2025-09-02,Dawn news,855781637,2240000
2025-09-02,Express News,1887167886,5250000
2025-09-02,ARY News,9390668705,15500000
2025-09-02,ARY Digital,67745021810,65100000
2025-09-02,Duniya News,5221652375,9210000
2025-09-02,Aaj News,555757902,1750000
2025-09-02,92 News,2162431649,6190000
2025-09-02,GNN News,1863015697,3730000
2025-09-02,Public News,1262609111,3460000
2025-09-02,24 News hd,4159544471,9200000
